game_length,mmr,result,server,team_1,team_2,timestamp
33m 34s,,Victory,www,"Maokai,Graves,Sylas,Lucian,Pantheon","Volibear,Lillia,Jayce,Jhin,Sett",2020-10-14 22:12:22
25m 21s,,Defeat,www,"Renekton,Taliyah,Sylas,Kai'Sa,Nautilus","Irelia,Lillia,Twisted Fate,Aphelios,Thresh",2020-10-08 23:12:06
26m 10s,,Defeat,www,"Camille,Graves,Ezreal,Galio,Taric","Renekton,Elise,Mordekaiser,Jhin,Pantheon",2020-10-12 00:29:25
25m 57s,,Defeat,www,"Camille,Graves,Zoe,Jhin,Morgana","Lucian,Kindred,Taliyah,Twisted Fate,Shen",2020-10-06 22:39:05
20m 39s,,Defeat,www,"Camille,Lee Sin,Galio,Kai'Sa,Gragas","Akali,Rek'Sai,Talon,Taliyah,Alistar",2020-09-26 21:58:57
35m 9s,,Defeat,www,"Zac,Fiddlesticks,Lucian,Jhin,Bard","Darius,Lillia,Yone,Cassiopeia,Pantheon",2020-10-12 01:25:41
16m 7s,,Defeat,www,"Lucian,Kindred,Galio,Senna,Sett","Malphite,Karthus,Talon,Ezreal,Pantheon",2020-10-14 20:28:03
35m 32s,,Defeat,www,"Lucian,Kindred,Orianna,Ziggs,Pantheon","Ornn,Kayn,Sylas,Samira,Leona",2020-10-09 18:48:00
26m 35s,,Defeat,www,"Volibear,Hecarim,Twisted Fate,Ashe,Janna","Gangplank,Karthus,Sylas,Ezreal,Yuumi",2020-10-14 22:01:29
33m 34s,,Defeat,www,"Camille,Kindred,Sylas,Ezreal,Alistar","Lucian,Graves,Rumble,Varus,Pantheon",2020-10-10 04:16:03
25m 21s,,Defeat,www,"Camille,Elise,Twisted Fate,Ezreal,Pantheon","Jax,Hecarim,Rumble,Twitch,Rakan",2020-10-07 22:23:49
26m 10s,,Defeat,www,"Camille,Lee Sin,Sylas,Taliyah,Pantheon","Fiora,Volibear,Lucian,Caitlyn,Bard",2020-10-11 23:43:39
25m 57s,,Defeat,www,"Lucian,Sylas,Renekton,Kai'Sa,Sett","Cassiopeia,Kindred,Orianna,Senna,Rakan",2020-10-06 21:58:50
35m 9s,,Defeat,www,"Jax,Lillia,Yone,Samira,Nautilus","Camille,Nidalee,Cassiopeia,Sett,Pantheon",2020-10-12 00:56:05
16m 7s,,Defeat,www,"Darius,Hecarim,Orianna,Ashe,Sett","Rengar,Elise,Qiyana,Jhin,Pyke",2020-10-14 19:46:32
35m 32s,,Defeat,www,"Urgot,Volibear,Zoe,Kindred,Taric","Lucian,Lee Sin,Singed,Samira,Nautilus",2020-10-09 16:27:24
26m 35s,,Victory,www,"Camille,Graves,Sylas,Senna,Alistar","Jax,Volibear,Akali,Ashe,Gragas",2020-10-14 18:46:08
33m 34s,,Victory,www,"Renekton,Nidalee,Orianna,Samira,Leona","Hecarim,Graves,Katarina,Senna,Sett",2020-10-10 03:31:43
25m 21s,,Defeat,www,"Camille,Lee Sin,Twisted Fate,Caitlyn,Thresh","Heimerdinger,Xin Zhao,Galio,Ezreal,Nautilus",2020-10-06 00:35:33
26m 10s,,Defeat,www,"Irelia,Graves,Zoe,Ezreal,Pantheon","Maokai,Ekko,Lucian,Senna,Sett",2020-10-11 23:09:12
25m 57s,,Defeat,www,"Jax,Rek'Sai,Ekko,Yasuo,Senna","Camille,Graves,Syndra,Miss Fortune,Lulu",2020-10-06 21:03:44
35m 9s,,Victory,www,"Cassiopeia,Graves,Syndra,Lucian,Sett","Yasuo,Fiddlesticks,Zac,Samira,Gragas",2020-10-12 00:08:06
16m 7s,,Defeat,www,"Ryze,Xin Zhao,Zoe,Kai'Sa,Leona","Kennen,Graves,Twisted Fate,Ezreal,Tahm Kench",2020-10-14 16:41:35
35m 32s,,Victory,www,"Camille,Nidalee,Singed,Caitlyn,Morgana","Kennen,Kindred,Ryze,Ashe,Pantheon",2020-10-09 15:47:08
26m 35s,,Victory,www,"Lucian,Karthus,Talon,Samira,Leona","Malphite,Volibear,Syndra,Aphelios,Sett",2020-10-14 18:08:11
33m 34s,,Defeat,www,"Quinn,Nidalee,Syndra,Ashe,Shen","Renekton,Graves,Sylas,Senna,Sett",2020-10-10 02:53:03
25m 21s,,Defeat,www,"Pantheon,Gragas,Orianna,Jhin,Morgana","Jayce,Graves,Akali,Ashe,Leona",2020-10-04 22:30:31
26m 10s,,Defeat,www,"Volibear,Hecarim,Twisted Fate,Caitlyn,Lux","Akali,Lillia,Jayce,Jinx,Thresh",2020-10-11 22:19:56
25m 57s,,Defeat,www,"Irelia,Graves,Azir,Jhin,Sett","Akali,Kindred,Orianna,Kai'Sa,Alistar",2020-10-06 20:50:02
35m 32s,,Defeat,www,"Fiora,Elise,Sett,Kalista,Thresh","Camille,Nidalee,Orianna,Jhin,Blitzcrank",2020-10-09 15:24:55
26m 35s,,Defeat,www,"Renekton,Nidalee,Zoe,Kalista,Taric","Camille,Taliyah,Galio,Jhin,Alistar",2020-10-14 16:18:32
33m 34s,,Victory,www,"Lucian,Lillia,Camille,Ashe,Leona","Wukong,Graves,Zoe,Senna,Braum",2020-10-10 02:10:14
25m 21s,,Defeat,www,"Lulu,Graves,Galio,Ashe,Gragas","Camille,Kayn,Sylas,Jhin,Pantheon",2020-10-04 22:04:00
26m 10s,,Victory,www,"Renekton,Lillia,Sett,Kai'Sa,Pyke","Volibear,Graves,Akali,Ezreal,Alistar",2020-10-08 01:11:30
25m 57s,,Defeat,www,"Camille,Xin Zhao,LeBlanc,Ezreal,Lulu","Maokai,Rek'Sai,Orianna,Samira,Nautilus",2020-10-06 20:11:51
26m 35s,,Defeat,www,"Fiora,Volibear,Sylas,Aphelios,Karma","Camille,Lee Sin,Orianna,Jhin,Sett",2020-10-14 15:32:24
33m 34s,,Victory,www,"Renekton,Graves,Zoe,Taliyah,Leona","Urgot,Kindred,Cassiopeia,Jhin,Pantheon",2020-10-10 01:48:23
25m 21s,,Defeat,www,"Irelia,Lillia,Pyke,Jhin,Thresh","Lulu,Xin Zhao,Sylas,Ezreal,Leona",2020-09-30 00:52:02
26m 10s,,Defeat,www,"Jax,Hecarim,Syndra,Sivir,Karma","Akali,Nidalee,Lucian,Caitlyn,Nautilus",2020-10-08 00:16:32
25m 57s,,Defeat,www,"Camille,Xin Zhao,Twisted Fate,Ezreal,Leona","Heimerdinger,Graves,Orianna,Senna,Sett",2020-10-06 18:56:58
26m 35s,,Defeat,www,"Sett,Lee Sin,Akali,Jhin,Alistar","Camille,Nidalee,Yone,Ashe,Tahm Kench",2020-10-14 15:07:24
25m 57s,,Victory,www,"Jayce,Nidalee,Twisted Fate,Caitlyn,Morgana","Malphite,Lee Sin,Galio,Jhin,Pantheon",2020-10-06 02:01:18
26m 35s,,Victory,www,"Kennen,Lillia,Yone,Samira,Rakan","Jax,Xin Zhao,Twisted Fate,Senna,Alistar",2020-10-14 14:27:33
26m 35s,,Defeat,www,"Rumble,Volibear,Sylas,Samira,Leona","Camille,Ekko,Galio,Senna,Alistar",2020-10-14 03:32:04
26m 35s,,Defeat,www,"Akali,Taliyah,Sett,Ezreal,Rakan","Maokai,Nidalee,Viktor,Ashe,Pantheon",2020-10-14 02:57:03
31m 13s,,Victory,euw,"Renekton,Kayn,Akali,Ashe,Morgana","Malphite,Lillia,Talon,Kai'Sa,Pyke",2020-10-15 23:42:59
31m 13s,,Defeat,euw,"Irelia,Lillia,Syndra,Twitch,Yuumi","Wukong,Ekko,Yone,Kalista,Rakan",2020-10-15 23:05:28
31m 13s,,Defeat,euw,"Ornn,Ekko,Corki,Samira,Rakan","Fiora,Sylas,Kassadin,Ashe,Braum",2020-10-15 22:24:46
11m 32s,,Victory,euw,"Ornn,Graves,Syndra,Ashe,Leona","Akali,Nidalee,Lucian,Ezreal,Rakan",2020-10-15 22:31:16
31m 13s,,Defeat,euw,"Ornn,Graves,Aurelion Sol,Zilean,Miss Fortune","Cho'Gath,Kayn,Syndra,Ashe,Lulu",2020-10-15 21:43:43
31m 13s,,Defeat,euw,"Renekton,Lee Sin,Kassadin,Draven,Janna","Aatrox,Rammus,Katarina,Jhin,Xerath",2020-10-11 19:39:06
11m 32s,,Defeat,euw,"Vladimir,Kindred,Zoe,Lucian,Yuumi","Irelia,Graves,Orianna,Twitch,Rakan",2020-10-13 22:52:54
31m 13s,,Defeat,euw,"Irelia,Rengar,Kayle,Ziggs,Blitzcrank","Gangplank,Nunu & Willump,Kassadin,Senna,Brand",2020-10-11 18:35:30
31m 13s,,Victory,euw,"Akali,Kayn,Kassadin,Senna,Thresh","Jayce,Nunu & Willump,Orianna,Jhin,Janna",2020-10-11 00:07:49
31m 13s,,Victory,euw,"Ryze,Rek'Sai,Renekton,Ziggs,Rakan","Vladimir,Gragas,Yasuo,Jhin,Blitzcrank",2020-10-10 23:44:03
31m 13s,,Victory,euw,"Renekton,Kindred,Galio,Aurelion Sol,Senna","Camille,Shyvana,Yone,Ezreal,Sett",2020-10-09 02:12:26
31m 13s,,Victory,euw,"Poppy,Kha'Zix,LeBlanc,Kai'Sa,Thresh","Akali,Graves,Lissandra,Senna,Rakan",2020-10-09 01:26:02
22m 10s,,Defeat,euw,"Gangplank,Kindred,Zed,Ezreal,Bard","Qiyana,Karthus,Gnar,Kai'Sa,Nautilus",2020-10-15 20:56:43
22m 10s,,Defeat,euw,"Swain,Lillia,Irelia,Caitlyn,Lux","Sion,Zac,Zed,Jinx,Janna",2020-10-15 20:28:12
22m 10s,,Defeat,euw,"Fiora,Hecarim,Azir,Yasuo,Yuumi","Zed,Evelynn,Ekko,Ezreal,Bard",2020-10-15 19:16:52
22m 10s,,Defeat,euw,"Kayle,Kindred,Katarina,Senna,Thresh","Camille,Lillia,Zed,Miss Fortune,Leona",2020-10-15 17:45:39
22m 10s,,Defeat,euw,"Camille,Kindred,Akali,Yone,Lee Sin","Renekton,Lillia,Kassadin,Aphelios,Pantheon",2020-10-15 03:27:28
22m 10s,,Defeat,euw,"Zed,Lee Sin,Sylas,Ezreal,Bard","Shen,Nidalee,Akali,Caitlyn,Leona",2020-10-15 00:03:37
22m 10s,,Defeat,euw,"Mordekaiser,Sylas,Zed,Caitlyn,Karma","Gangplank,Lillia,Lucian,Jhin,Senna",2020-10-14 23:08:45
22m 10s,,Defeat,euw,"Jax,Evelynn,Zed,Kai'Sa,Leona","Lulu,Ekko,Lucian,Sivir,Nautilus",2020-10-14 20:38:25
22m 10s,,Defeat,euw,"Renekton,Karthus,Lucian,Aphelios,Thresh","Zed,Elise,Irelia,Ashe,Tahm Kench",2020-10-14 19:55:08
22m 10s,,Defeat,euw,"Irelia,Graves,Akali,Kai'Sa,Nautilus","Zed,Udyr,Corki,Ezreal,Yuumi",2020-10-14 19:06:51
32m 6s,,Defeat,euw,"Jax,Lillia,Zed,Samira,Rakan","Malphite,Hecarim,Karthus,Yone,Senna",2020-10-15 01:02:53
32m 6s,,Defeat,euw,"Volibear,Elise,Twisted Fate,Caitlyn,Karthus","Jax,Rek'Sai,Katarina,Miss Fortune,Karma",2020-10-15 00:23:56
16m 20s,,Defeat,euw,"Yasuo,Kayn,Karthus,Yone,Janna","Ornn,Lillia,Akali,Twitch,Lulu",2020-10-15 23:04:53
32m 6s,,Victory,euw,"Ornn,Lillia,Lucian,Jhin,Thresh","Jax,Rengar,Cassiopeia,Caitlyn,Lux",2020-10-14 23:49:24
16m 20s,,Defeat,euw,"Lulu,Graves,Orianna,Senna,Nautilus","Jayce,Lillia,Yone,Tristana,Janna",2020-10-15 22:41:54
32m 6s,,Defeat,euw,"Rengar,Graves,Galio,Miss Fortune,Thresh","Malphite,Kayn,Orianna,Karthus,Senna",2020-10-14 22:51:29
32m 6s,,Defeat,euw,"Urgot,Lillia,LeBlanc,Miss Fortune,Karma","Irelia,Hecarim,Karthus,Caitlyn,Bard",2020-10-14 22:18:25
16m 20s,,Defeat,euw,"Renekton,Kayn,Yone,Vel'Koz,Sett","Camille,Graves,Akali,Ezreal,Pantheon",2020-10-11 21:53:31
32m 6s,,Defeat,euw,"Malphite,Kha'Zix,LeBlanc,Tristana,Pantheon","Irelia,Kindred,Akali,Miss Fortune,Bard",2020-10-14 06:48:40
16m 20s,,Defeat,euw,"Jax,Ekko,Yone,Ziggs,Sett","Gragas,Graves,Camille,Kai'Sa,Rakan",2020-10-11 05:29:32
16m 20s,,Defeat,euw,"Wukong,Fiddlesticks,Lucian,Samira,Thresh","Jayce,Shaco,Zoe,Kai'Sa,Sett",2020-10-11 04:51:18
32m 6s,,Victory,euw,"Irelia,Nidalee,Katarina,Kalista,Blitzcrank","Darius,Lillia,Lucian,Caitlyn,Nautilus",2020-10-14 06:09:44
32m 6s,,Defeat,euw,"Karma,Nidalee,Talon,Kai'Sa,Zyra","Lulu,Master Yi,Katarina,Samira,Taric",2020-10-14 04:19:36
16m 20s,,Defeat,euw,"Orianna,Nidalee,Yone,Camille,Bard","Volibear,Lee Sin,Ekko,Ashe,Thresh",2020-10-11 01:52:59
16m 20s,,Defeat,euw,"Camille,Sylas,Lucian,Ashe,Leona","Fiora,Lillia,Zoe,Jhin,Vel'Koz",2020-10-11 00:23:49
32m 6s,,Victory,euw,"Riven,Nidalee,Yasuo,Ziggs,Alistar","Orianna,Kindred,Gangplank,Jhin,Shen",2020-10-07 21:01:42
32m 6s,,Victory,euw,"Lulu,Kindred,Pyke,Caitlyn,Lux","Jax,Rek'Sai,Anivia,Twitch,Rakan",2020-10-07 20:29:33
16m 20s,,Defeat,euw,"Renekton,Kindred,Galio,Aurelion Sol,Senna","Camille,Shyvana,Yone,Ezreal,Sett",2020-10-09 02:12:26
16m 20s,,Defeat,euw,"Ornn,Karthus,Irelia,Kai'Sa,Leona","Jayce,Lillia,Yone,Ashe,Janna",2020-10-09 01:20:41
16m 20s,,Defeat,euw,"Riven,Udyr,Orianna,Samira,Pantheon","Jax,Graves,Zoe,Kai'Sa,Sett",2020-10-09 00:38:13
23m 43s,,Defeat,euw,"Vladimir,Lillia,Ezreal,Zed,Lux","Camille,Nidalee,Kai'Sa,Lucian,Rakan",2020-10-16 03:31:26
23m 43s,,Victory,euw,"Malphite,Graves,Orianna,Kai'Sa,Nautilus","Volibear,Nidalee,Kassadin,Jhin,Thresh",2020-10-16 02:31:10
23m 43s,,Victory,euw,"Camille,Kindred,LeBlanc,Aphelios,Thresh","Riven,Graves,Galio,Karthus,Janna",2020-10-15 05:25:40
23m 43s,,Defeat,euw,"Camille,Graves,Gragas,Senna,Alistar","Renekton,Rek'Sai,LeBlanc,Samira,Leona",2020-10-15 04:05:42
23m 43s,,Defeat,euw,"Quinn,Ekko,Lulu,Samira,Rakan","Renekton,Hecarim,Orianna,Kalista,Alistar",2020-10-14 21:01:25
23m 43s,,Victory,euw,"Quinn,Kha'Zix,Lulu,Aphelios,Braum","Renekton,Nidalee,Syndra,Jhin,Thresh",2020-10-14 20:20:50
23m 43s,,Defeat,euw,"Volibear,Lillia,Cassiopeia,Kai'Sa,Pantheon","Urgot,Gragas,Twisted Fate,Ezreal,Rakan",2020-10-14 05:50:43
4m 11s,,Victory,euw,"Kayle,Ekko,Orianna,Twitch,Pantheon","Gangplank,Ivern,Akali,Kai'Sa,Thresh",2020-10-16 01:13:14
23m 43s,,Victory,euw,"Irelia,Nidalee,Renekton,Samira,Rakan","Lulu,Lee Sin,Yasuo,Ezreal,Alistar",2020-10-14 04:42:24
23m 43s,,Defeat,euw,"Malphite,Kha'Zix,Syndra,Kalista,Thresh","Irelia,Evelynn,Katarina,Jhin,Morgana",2020-10-14 04:09:04
4m 11s,,Victory,euw,"Riven,Zac,Yone,Twitch,Morgana","Malphite,Sett,Taliyah,Aphelios,Thresh",2020-10-15 23:43:13
23m 43s,,Victory,euw,"Yasuo,Kindred,Taliyah,Ezreal,Rakan","Wukong,Nidalee,Cassiopeia,Ashe,Lulu",2020-10-13 03:39:00
4m 11s,,Victory,euw,"Singed,Ekko,Lucian,Ezreal,Thresh","Gangplank,Shen,Sylas,Swain,Pantheon",2020-10-15 08:53:44
4m 11s,,Victory,euw,"Aatrox,Taliyah,Orianna,Graves,Pantheon","Gangplank,Lillia,Lucian,Jhin,Bard",2020-10-15 08:19:36
4m 11s,,Defeat,euw,"Irelia,Graves,Orianna,Caitlyn,Bard","Camille,Ekko,Yone,Lucian,Nautilus",2020-10-15 07:35:35
4m 11s,,Victory,euw,"Shen,Graves,Akali,Caitlyn,Thresh","Camille,Kha'Zix,LeBlanc,Twitch,Rakan",2020-10-15 06:48:27
4m 11s,,Defeat,euw,"Kayle,Rek'Sai,Galio,Ezreal,Yuumi","Gangplank,Elise,Akali,Draven,Thresh",2020-10-15 05:21:02
4m 11s,,Victory,euw,"Camille,Nidalee,Galio,Caitlyn,Pantheon","Malphite,Lee Sin,Akali,Ashe,Alistar",2020-10-15 04:52:07
4m 11s,,Defeat,euw,"Graves,Kayn,Taliyah,Kai'Sa,Pantheon","Poppy,Karthus,Orianna,Senna,Nautilus",2020-10-15 01:50:41
29m 12s,,Defeat,euw,"Renekton,Hecarim,Orianna,Caitlyn,Rakan","Camille,Nunu & Willump,Annie,Kai'Sa,Bard",2020-10-16 06:24:43
29m 12s,,Defeat,euw,"Camille,Graves,Kassadin,Kai'Sa,Taric","Jax,Elise,Vladimir,Miss Fortune,Nautilus",2020-10-16 03:24:14
29m 12s,,Victory,euw,"Fiora,Hecarim,Azir,Yasuo,Yuumi","Zed,Evelynn,Ekko,Ezreal,Bard",2020-10-15 19:16:52
34m 1s,,Victory,euw,"Malphite,Graves,Taliyah,Draven,Thresh","Camille,Lillia,Akali,Twitch,Rakan",2020-10-16 00:26:48
29m 12s,,Victory,euw,"Urgot,Nunu & Willump,Malphite,Twitch,Rakan","Wukong,Sylas,Katarina,Yone,Sett",2020-10-15 18:29:25
29m 12s,,Defeat,euw,"Wukong,Kha'Zix,Vel'Koz,Draven,Morgana","Camille,Nunu & Willump,Sylas,Senna,Thresh",2020-10-14 23:57:04
34m 1s,,Defeat,euw,"Riven,Zac,Yone,Twitch,Morgana","Malphite,Sett,Taliyah,Aphelios,Thresh",2020-10-15 23:43:13
29m 12s,,Defeat,euw,"Renekton,Ekko,Irelia,Aurelion Sol,Nautilus","Ornn,Nunu & Willump,Zed,Caitlyn,Zilean",2020-10-14 00:57:14
31m 59s,,Defeat,euw,"Renekton,Evelynn,Katarina,Ashe,Janna","Jax,Karthus,Qiyana,Kai'Sa,Leona",2020-10-16 12:26:24
28m 59s,,Defeat,euw,"Urgot,Kayn,Orianna,Samira,Pyke","Aatrox,Lillia,Aurelion Sol,Draven,Thresh",2020-10-16 03:05:22
39m 58s,,Defeat,euw,"Wukong,Hecarim,Galio,Senna,Syndra","Lulu,Rengar,Twisted Fate,Samira,Bard",2020-10-14 19:50:00
29m 12s,,Defeat,euw,"Renekton,Evelynn,Taliyah,Jhin,Nautilus","Urgot,Nunu & Willump,Orianna,Ezreal,Bard",2020-10-13 00:08:22
31m 59s,,Defeat,euw,"Shen,Hecarim,Katarina,Caitlyn,Senna","Renekton,Nunu & Willump,Sylas,Draven,Nautilus",2020-10-16 10:57:38
28m 59s,,Victory,euw,"Renekton,Ekko,Irelia,Aurelion Sol,Nautilus","Ornn,Nunu & Willump,Zed,Caitlyn,Zilean",2020-10-14 00:57:14
28m 59s,,Victory,euw,"Wukong,Lillia,Yone,Aurelion Sol,Pantheon","Riven,Evelynn,Ryze,Ezreal,Sona",2020-10-13 02:10:43
39m 58s,,Victory,euw,"Wukong,Lillia,Galio,Xayah,Rakan","Lulu,Graves,Syndra,Caitlyn,Thresh",2020-10-14 19:16:55
29m 12s,,Defeat,euw,"Gangplank,Kindred,Kassadin,Ezreal,Bard","Jax,Kha'Zix,Annie,Karthus,Xerath",2020-10-12 23:08:44
29m 12s,,Defeat,euw,"Jax,Nidalee,Katarina,Vayne,Nami","Renekton,Nunu & Willump,Singed,Samira,Blitzcrank",2020-10-12 22:07:45
31m 59s,,Defeat,euw,"Mordekaiser,Graves,Vayne,Yone,Karma","Camille,Hecarim,Galio,Kai'Sa,Yuumi",2020-10-16 10:30:08
28m 59s,,Defeat,euw,"Camille,Evelynn,Katarina,Kalista,Leona","Renekton,Nunu & Willump,Aurelion Sol,Jhin,Yuumi",2020-10-13 01:16:20
28m 59s,,Victory,euw,"Quinn,Gragas,Aurelion Sol,Samira,Nautilus","Volibear,Lillia,Zoe,Karthus,Senna",2020-10-13 00:38:40
39m 58s,,Defeat,euw,"Malphite,Nidalee,Lucian,Caitlyn,Karma","Renekton,Skarner,Sylas,Jhin,Xerath",2020-10-14 18:29:48
29m 12s,,Defeat,euw,"Camille,Graves,Azir,Twitch,Rakan","Jax,Elise,Katarina,Yasuo,Gragas",2020-10-12 20:34:12
31m 59s,,Defeat,euw,"Yone,Kayn,Heimerdinger,Ashe,Leona","Camille,Lillia,Lucian,Kai'Sa,Graves",2020-10-16 09:49:51
28m 59s,,Defeat,euw,"Kennen,Nidalee,Qiyana,Ashe,Nautilus","Ornn,Graves,Aurelion Sol,Jhin,Rakan",2020-10-12 01:40:03
28m 59s,,Victory,euw,"Vladimir,Rek'Sai,Zed,Yasuo,Pantheon","Camille,Elise,Akali,Ashe,Thresh",2020-10-12 00:59:09
39m 58s,,Defeat,euw,"Jayce,Graves,Akali,Samira,Yuumi","Jax,Rengar,Sylas,Senna,Thresh",2020-10-14 05:05:01
39m 58s,,Victory,euw,"Malphite,Kha'Zix,Syndra,Kalista,Thresh","Irelia,Evelynn,Katarina,Jhin,Morgana",2020-10-14 04:09:04
31m 59s,,Defeat,euw,"Irelia,Lillia,Cassiopeia,Kai'Sa,Lulu","Teemo,Hecarim,Camille,Jhin,Janna",2020-10-16 07:18:33
28m 59s,,Defeat,euw,"Illaoi,Lee Sin,LeBlanc,Cassiopeia,Karma","Urgot,Rek'Sai,Aurelion Sol,Samira,Pantheon",2020-10-11 03:11:47
28m 59s,,Defeat,euw,"Camille,Nidalee,Ziggs,Ashe,Karma","Fiora,Graves,Aurelion Sol,Senna,Lulu",2020-10-09 05:01:52
39m 58s,,Victory,euw,"Mordekaiser,Nidalee,Talon,Ezreal,Yuumi","Urgot,Ekko,Aurelion Sol,Kai'Sa,Thresh",2020-10-14 00:05:33
39m 58s,,Defeat,euw,"Zoe,Kindred,Ryze,Ashe,Karma","Akali,Graves,Aurelion Sol,Ezreal,Bard",2020-10-13 23:39:12
19m 39s,,Victory,euw,"Camille,Fiddlesticks,Kassadin,Senna,Rakan","Renekton,Graves,Orianna,Draven,Leona",2020-10-16 01:48:07
31m 59s,,Defeat,euw,"Kayle,Sylas,Graves,Draven,Maokai","Cassiopeia,Lee Sin,Katarina,Kai'Sa,Alistar",2020-10-16 06:50:14
31m 59s,,Defeat,euw,"Graves,Nidalee,Gragas,Kai'Sa,Blitzcrank","Urgot,Kindred,Syndra,Draven,Janna",2020-10-16 06:16:36
28m 59s,,Defeat,euw,"Riven,Lillia,Ekko,Samira,Nautilus","Camille,Lee Sin,Aurelion Sol,Caitlyn,Senna",2020-10-08 06:07:43
22m 51s,,Victory,euw,"Irelia,Evelynn,Lucian,Miss Fortune,Leona","Kennen,Graves,Katarina,Ezreal,Karma",2020-10-16 06:02:13
19m 39s,,Victory,euw,"Lulu,Evelynn,Kayle,Ashe,Pyke","Sylas,Rek'Sai,Cassiopeia,Kalista,Thresh",2020-10-16 00:57:34
19m 39s,,Victory,euw,"Kayle,Rek'Sai,Lulu,Vayne,Yuumi","Camille,Nidalee,Cassiopeia,Senna,Karma",2020-10-14 03:59:36
31m 59s,,Defeat,euw,"Renekton,Nidalee,Twisted Fate,Kai'Sa,Pyke","Akali,Graves,Zoe,Kalista,Rakan",2020-10-16 05:42:26
31m 59s,,Defeat,euw,"Shen,Elise,Zed,Caitlyn,Karma","Tristana,Evelynn,Renekton,Kai'Sa,Thresh",2020-10-16 04:56:33
22m 51s,,Victory,euw,"Camille,Rek'Sai,Sylas,Miss Fortune,Leona","Yone,Hecarim,Akali,Caitlyn,Lulu",2020-10-16 05:24:23
19m 39s,,Victory,euw,"Akali,Hecarim,Zed,Caitlyn,Lux","Kha'Zix,Karthus,Pantheon,Ezreal,Leona",2020-10-13 03:38:24
19m 39s,,Victory,euw,"Kayle,Shaco,LeBlanc,Miss Fortune,Taric","Camille,Rengar,Orianna,Senna,Leona",2020-10-13 02:53:13
31m 59s,,Defeat,euw,"Riven,Evelynn,Sylas,Jhin,Rakan","Fiora,Kha'Zix,Ryze,Kai'Sa,Pantheon",2020-10-15 13:00:13
22m 51s,,Defeat,euw,"Garen,Shaco,LeBlanc,Ashe,Karma","Tryndamere,Kindred,Orianna,Miss Fortune,Lulu",2020-10-16 04:49:38
22m 51s,,Defeat,euw,"Jax,Kindred,Teemo,Kai'Sa,Leona","Malphite,Nidalee,Yone,Caitlyn,Thresh",2020-10-16 04:21:57
19m 39s,,Victory,euw,"Kayle,Graves,Orianna,Senna,Braum","Cho'Gath,Hecarim,Syndra,Twitch,Nautilus",2020-10-09 00:57:14
22m 51s,,Defeat,euw,"Kayle,Lillia,Annie,Aphelios,Thresh","Shen,Hecarim,Orianna,Senna,Leona",2020-10-15 21:36:47
22m 51s,,Defeat,euw,"Volibear,Hecarim,Irelia,Syndra,Bard","Malphite,Kha'Zix,Ekko,Kai'Sa,Pyke",2020-10-15 07:30:29
18m 24s,,Defeat,euw,"Garen,Shaco,LeBlanc,Ashe,Karma","Tryndamere,Kindred,Orianna,Miss Fortune,Lulu",2020-10-16 04:49:38
19m 39s,,Victory,euw,"Kayle,Kha'Zix,Orianna,Samira,Rakan","Lillia,Kayn,Yone,Twitch,Lulu",2020-10-08 20:26:00
19m 39s,,Victory,euw,"Sylas,Jarvan IV,Kayle,Ezreal,Rakan","Malphite,Nidalee,Yone,Ziggs,Leona",2020-10-06 19:23:18
22m 51s,,Defeat,euw,"Camille,Elise,Zed,Senna,Tahm Kench","Gangplank,Nidalee,Nocturne,Graves,Nautilus",2020-10-15 06:48:49
22m 51s,,Victory,euw,"Jayce,Nidalee,Akali,Ezreal,Blitzcrank","Yone,Ekko,Irelia,Sivir,Bard",2020-10-15 05:42:19
18m 24s,,Defeat,euw,"Ornn,Graves,LeBlanc,Jhin,Alistar","Akali,Nidalee,Lucian,Aphelios,Leona",2020-10-15 04:52:58
19m 39s,,Victory,euw,"Volibear,Lee Sin,Orianna,Samira,Rakan","Dr. Mundo,Graves,Twisted Fate,Twitch,Yuumi",2020-10-04 18:59:55
19m 39s,,Victory,euw,"Wukong,Lee Sin,Kai'Sa,Kayle,Pantheon","Riven,Master Yi,Poppy,Samira,Taric",2020-10-04 00:36:23
22m 51s,,Victory,euw,"Irelia,Kha'Zix,Kassadin,Senna,Bard","Ornn,Graves,Akali,Samira,Rakan",2020-10-15 05:13:26
22m 51s,,Victory,euw,"Irelia,Lillia,Lucian,Caitlyn,Thresh","Quinn,Nidalee,Zed,Ezreal,Lulu",2020-10-15 04:49:10
18m 24s,,Defeat,euw,"Camille,Graves,Gragas,Senna,Alistar","Renekton,Rek'Sai,LeBlanc,Samira,Leona",2020-10-15 04:05:42
18m 24s,,Defeat,euw,"Malphite,Volibear,Galio,Ezreal,Nautilus","Akali,Lillia,Irelia,Kai'Sa,Taric",2020-10-14 03:05:55
22m 55s,,Defeat,euw,"Ornn,Lee Sin,Lucian,Vayne,Yuumi","Irelia,Rengar,Katarina,Twitch,Lulu",2020-10-10 02:32:40
20m 41s,,Victory,euw,"Gangplank,Graves,Tristana,Ekko,Rakan","Camille,Rek'Sai,Twisted Fate,Lucian,Yuumi",2020-10-13 06:45:35
18m 24s,,Defeat,euw,"Volibear,Ekko,LeBlanc,Caitlyn,Thresh","Gangplank,Kayn,Akali,Graves,Senna",2020-10-14 01:17:18
